,cluster,xcrds,ycrds
325,1253,127.1271275,37.290056500000006
326,12547,127.115025,37.230748500000004
327,1255,127.12526700000001,37.324526000000006
328,12568,127.072875,37.308352
329,12573,127.071415,37.3171325
330,1258,127.110837,37.332366
331,126,127.109625,37.2924785
332,1262,127.241325,37.135544
333,12625,127.225892,37.277705
334,12629,127.211525,37.274514999999994
335,1263,127.22647,37.196804
336,12642,127.0922975,37.316755
337,12659,127.23714000000001,37.2051675
338,1266,127.106315,37.278943999999996
339,12666,127.166483,37.256593
340,12669,127.1953,37.241124
341,1268,127.16651,37.122284
342,12682,127.131078,37.29074
343,127,127.262085,37.24736
344,12726,127.111175,37.266341
345,12729,127.177558,37.2372435
346,12737,127.11425299999999,37.326516999999996
347,1276,127.23903,37.14906
348,12764,127.22609,37.2242945
349,12767,127.1835075,37.231176500000004
350,12770,127.107595,37.303512
351,12798,127.082172,37.310637
352,128,127.056775,37.359443999999996
353,12801,127.0911375,37.3223865
354,12805,127.0623705,37.31958
355,12810,127.221575,37.2247375
356,12817,127.156555,37.269414
357,12828,127.10071500000001,37.325345999999996
358,12846,127.212435,37.2564905
359,12850,127.223685,37.263727
360,12853,127.227063,37.266214500000004
361,12861,127.10450700000001,37.3014755
362,12873,127.056352,37.335101
363,12886,127.110937,37.31321199999999
364,12889,127.08549500000001,37.2709885
365,12916,127.119605,37.272005
366,1293,127.1446,37.234222
367,12942,127.15345500000001,37.268952999999996
368,12943,127.084385,37.31921
369,12961,127.236375,37.2639825
370,12962,127.118235,37.319996
371,12965,127.066315,37.320492
372,12979,127.127325,37.307858499999995
373,1301,127.15677,37.16102
374,1302,127.23337,37.316708
375,13024,127.14882499999999,37.29508
376,1303,127.1148025,37.329451500000005
377,13036,127.123235,37.335562499999995
378,13037,127.14522249999999,37.281771500000005
379,13058,127.07532499999999,37.324583000000004
380,1306,127.11655999999999,37.317513500000004
381,1307,127.18265500000001,37.164019999999994
382,1309,127.278673,37.262494000000004
383,13099,127.06344999999999,37.3276965
384,131,127.099717,37.247597999999996
385,13114,127.10370499999999,37.23950000000001
386,1312,127.2199705,37.277463
387,13124,127.22563500000001,37.348012999999995
388,13130,127.173935,37.162867500000004
389,13133,127.11236,37.2548515
390,1314,127.18106,37.276016
391,13144,127.085535,37.314932
392,13151,127.073335,37.276352
393,1316,127.328465,37.186855
394,13161,127.14585500000001,37.2669015
395,13163,127.12961,37.3015575
396,13168,127.10794250000001,37.236585500000004
397,13172,127.119035,37.2738065
398,1319,127.18687,37.099804
399,13207,127.112118,37.3030765
400,1321,127.193522,37.262300499999995
401,13221,127.115503,37.302412000000004
402,13226,127.2051625,37.2427275
403,1323,127.40004,37.161472
404,13237,127.14081250000001,37.259675
405,13246,127.21775500000001,37.26642
406,1325,127.292534,37.142853
407,13272,127.24883,37.333641
408,13275,127.09818,37.271705499999996
409,13299,127.25133500000001,37.344465
410,13307,127.05949,37.329704
411,1331,127.16602,37.105156
412,13310,127.19461749999999,37.340275
413,13315,127.092495,37.331853499999994
414,13329,127.16128,37.284975
415,13339,127.157347,37.281582
416,1336,127.220825,37.199497
417,13377,127.1685,37.247362499999994
418,13378,127.077035,37.32076
419,13386,127.214455,37.2450015
420,13406,127.117275,37.287093999999996
421,1342,127.18497500000001,37.216984
422,1343,127.06390999999999,37.3470735
423,1344,127.22193999999999,37.125806999999995
424,13449,127.0906225,37.2610915
425,1345,127.264943,37.23475
426,13457,127.227202,37.3056525
427,13469,127.14211499999999,37.283114999999995
428,13470,127.181905,37.34272
429,13477,127.124955,37.330835
430,1348,127.317372,37.231908
431,13486,127.096205,37.3242065
432,13491,127.216077,37.2637125
433,13493,127.2031225,37.187509500000004
434,1350,127.072195,37.278375999999994
435,13502,127.12607,37.333318
436,1352,127.3364,37.16456
437,13522,127.1138275,37.299475
438,1355,127.42372,37.133545
439,13551,127.0901125,37.303455
440,13552,127.126745,37.311011
441,1356,127.210125,37.197893
442,1357,127.22522699999999,37.306322
443,13579,127.111963,37.333948
444,13586,127.190813,37.236379
445,13588,127.20771500000001,37.238901999999996
446,13594,127.08547,37.3268725
447,136,127.21414250000001,37.252439499999994
448,1360,127.14029,37.133026
449,13600,127.0693325,37.236675000000005
450,1361,127.06741500000001,37.326357
451,13638,127.14887999999999,37.284037
452,13647,127.163005,37.278668999999994
453,13666,127.08155500000001,37.319197
454,13667,127.32251,37.2037485
455,13668,127.14549500000001,37.284252
456,13679,127.221655,37.2803975
457,1368,127.25649000000001,37.3223895
458,13691,127.08612049999999,37.311099999999996
459,13699,127.0535275,37.3359925
460,13701,127.091627,37.335007000000004
461,13717,127.1543075,37.1450115
462,13720,127.081775,37.2297365
463,13723,127.1479875,37.29395
464,1373,127.322125,37.246115
465,13755,127.155085,37.284281
466,13756,127.1161275,37.235258
467,1376,127.07822999999999,37.309270999999995
468,1377,127.32453,37.181892
469,13774,127.12113500000001,37.304232
470,1378,127.08372,37.234474000000006
471,1380,127.31585,37.163626
472,13806,127.11611500000001,37.294302
473,13821,127.16500500000001,37.335012
474,13837,127.092303,37.31518
475,13840,127.076505,37.315125
476,13870,127.0646575,37.3146325
477,13876,127.076695,37.2808705
478,13877,127.103355,37.251441
479,1388,127.180824,37.33145
480,13900,127.08095,37.225901
481,1392,127.17226,37.160162
482,13921,127.190137,37.263645
483,13932,127.11944,37.2485675
484,13934,127.072447,37.233305
485,13943,127.086625,37.3219185
486,1397,127.1105525,37.277606500000005
487,1398,127.396736,37.107834
488,13988,127.152785,37.292162000000005
489,140,127.33577,37.196781
490,14009,127.085475,37.222085
491,1402,127.224455,37.285815
492,14025,127.105473,37.2248565
493,1404,127.22628499999999,37.2461585
494,14045,127.2531,37.323509
495,1405,127.20527999999999,37.140415
496,1407,127.103015,37.317465999999996
497,1408,127.22681499999999,37.256524
498,141,127.08642499999999,37.306597
499,14137,127.21705299999999,37.228333
500,1414,127.19184,37.121902
501,14149,127.1618225,37.2899325
502,14167,127.11235500000001,37.311189999999996
503,14178,127.16309,37.259516500000004
504,14179,127.10243,37.3219735
505,14185,127.07685,37.3045325
506,1419,127.17517,37.202984
507,142,127.29813,37.155933
508,1420,127.22017,37.299099999999996
509,1424,127.35445,37.150158
510,14250,127.072548,37.2673365
511,1426,127.20202,37.10976
512,14266,127.14618999999999,37.2556345
513,14280,127.13825700000001,37.263495
514,1431,127.21196,37.308094
515,14313,127.370472,37.163698
516,1432,127.08703700000001,37.349638
517,14324,127.22654750000001,37.252918
518,1434,127.107025,37.305989999999994
519,1437,127.248295,37.240572
520,14394,127.155055,37.290138
521,14402,127.25170800000001,37.316298
522,14426,127.208565,37.2371005
523,1444,127.144105,37.279517
524,1447,127.253023,37.3473985
525,14478,127.4169675,37.1357955
526,1448,127.28014300000001,37.24199
527,145,127.12081,37.256006
528,1450,127.14582,37.274563
529,1451,127.16355300000001,37.281824
530,14516,127.0710375,37.2348805
531,14566,127.297345,37.236158
532,14568,127.11791500000001,37.2722225
533,1457,127.21504949999999,37.2366665
534,1458,127.23515499999999,37.290797
535,14580,127.11422999999999,37.2201565
536,14591,127.092205,37.3334325
537,14597,127.155355,37.286536
538,14606,127.087845,37.304796499999995
539,1463,127.15733499999999,37.284735
540,1464,127.396688,37.1459225
541,1465,127.1579225,37.280007999999995
542,14666,127.28327949999999,37.22757
543,1468,127.25697,37.17028
544,147,127.08568500000001,37.338815999999994
545,1470,127.164155,37.272813
546,1477,127.073335,37.276802
547,1478,127.15697499999999,37.115271
548,14782,127.15135000000001,37.115031
549,1479,127.31656,37.218163
550,14791,127.078405,37.3286495
551,148,127.125668,37.301092
552,14841,127.14019,37.2734185
553,1491,127.11144300000001,37.2692715
554,14912,127.08592949999999,37.3460285
555,1494,127.253425,37.222103000000004
556,14951,127.10012499999999,37.329854999999995
557,1500,127.20495249999999,37.152131999999995
558,15024,127.14530500000001,37.263519
559,1503,127.29312200000001,37.236603
560,1504,127.22604,37.314438
561,15054,127.222895,37.250655
562,1506,127.20562699999999,37.26684
563,15083,127.12383249999999,37.272917
564,15093,127.09347500000001,37.2545645
565,151,127.246265,37.341524
566,15100,127.12570500000001,37.29388
567,1514,127.223275,37.222487
568,1515,127.12677500000001,37.247912
569,1516,127.18872,37.333275
570,1519,127.07528500000001,37.280867
571,15199,127.110525,37.229155
572,15218,127.103567,37.318371
573,1523,127.157715,37.262882
574,15230,127.20900700000001,37.2691
575,15238,127.088377,37.310659
576,15246,127.17591999999999,37.159493499999996
577,15300,127.19852,37.273089
578,15301,127.171603,37.244887000000006
579,15302,127.21957499999999,37.218821000000005
580,15304,127.15812500000001,37.240118
581,15305,127.164693,37.276846
582,15308,127.25235,37.287223499999996
583,15309,127.249235,37.216905999999994
584,15311,127.1499775,37.2202515
585,15313,127.2495825,37.237553500000004
586,15315,127.17871,37.2944825
587,15316,127.16023,37.202492
588,15317,127.13905,37.27588
589,15320,127.238197,37.3092805
590,15321,127.0938675,37.234961
591,15323,127.19871,37.3033275
592,15327,127.15499249999999,37.305011500000006
593,15328,127.22195049999999,37.266844000000006
594,1533,127.22489,37.166153
595,15330,127.158745,37.277725000000004
596,15331,127.21085,37.2294445
597,15332,127.319585,37.212052
598,15333,127.11618999999999,37.3341865
599,15334,127.2432625,37.2270355
600,15337,127.1599325,37.271225
601,15338,127.19092,37.240598500000004
602,15339,127.2261695,37.278606499999995
603,1534,127.19841500000001,37.2386525
604,15340,127.13699,37.291439
605,15342,127.13905,37.2118915
606,15343,127.0754,37.310159999999996
607,15344,127.1692125,37.273489999999995
608,15345,127.164548,37.251617499999995
609,15346,127.17831749999999,37.3269065
610,15347,127.126207,37.1895465
611,15349,127.104432,37.204567999999995
612,1535,127.314384,37.184807
613,15350,127.14889500000001,37.276146
614,15351,127.1768325,37.20253099999999
615,15353,127.21636000000001,37.26326
616,15356,127.22043,37.238477
617,15358,127.117095,37.266808499999996
618,15359,127.107855,37.254164
619,15360,127.232467,37.2459385
620,15361,127.252512,37.3289165
621,15362,127.06293,37.321383999999995
622,15363,127.26719800000001,37.2200735
623,15364,127.09258299999999,37.265375
624,15365,127.121868,37.26095
625,15366,127.101422,37.2978555
626,15367,127.2202375,37.2878285
627,15370,127.21266,37.2559885
628,15372,127.1573,37.285621500000005
629,15373,127.2267075,37.2860455
630,15374,127.37411,37.177901000000006
631,15376,127.164143,37.268074
632,15378,127.1288275,37.230568000000005
633,15381,127.22171800000001,37.2646225
634,15382,127.19551999999999,37.267694500000005
635,15383,127.16008,37.2955495
636,15384,127.25082499999999,37.241701
637,15385,127.16033,37.245954499999996
638,15386,127.16936,37.237205
639,15387,127.136763,37.218874
640,15388,127.117305,37.280558
641,15389,127.13886,37.2384665
642,15390,127.17342500000001,37.278245999999996
643,15391,127.241558,37.189102000000005
644,15393,127.06616,37.347307
645,15394,127.192545,37.253439
646,15395,127.16359299999999,37.1508865
647,15396,127.18900500000001,37.263183999999995
648,15398,127.200715,37.224621
649,15402,127.16434799999999,37.29287
650,15409,127.107233,37.2658785
651,1541,127.081795,37.327985999999996
652,1543,127.18339,37.124584
653,15435,127.13764950000001,37.273188000000005
654,15445,127.252465,37.344015999999996
655,15447,127.17747700000001,37.1910485
656,1545,127.219154,37.34597
657,1546,127.101095,37.253015
658,1547,127.146555,37.2986795
659,15485,127.083202,37.225685
660,1549,127.3062775,37.161131
661,15494,127.11050499999999,37.2875225
662,15495,127.077,37.3277425
663,1551,127.199715,37.1947125
664,1552,127.21654749999999,37.137062
665,15520,127.130325,37.270912
666,1553,127.191345,37.105225
667,15539,127.1219295,37.258266
668,1555,127.18364199999999,37.1975985
669,15559,127.116533,37.321343999999996
670,1557,127.174005,37.3438235
671,15570,127.184695,37.148700000000005
672,1558,127.287735,37.24831
673,1560,127.0879775,37.2809105
674,15600,127.14388,37.2677955
675,15604,127.2610225,37.314742
676,1561,127.16732,37.1944
677,15610,127.21380500000001,37.266636
678,1563,127.23727,37.33159
679,15639,127.129295,37.251303
680,15650,127.0753725,37.316244
681,15678,127.21139500000001,37.2346285
682,1568,127.31119000000001,37.223562
683,15684,127.11930749999999,37.275158
684,15692,127.21903,37.226533
685,1571,127.2829825,37.2352315
686,15711,127.1471975,37.099920499999996
687,15719,127.099505,37.340894
688,1572,127.26038299999999,37.2507375
689,15722,127.141085,37.262606500000004
690,1573,127.189632,37.249222
691,15730,127.08928499999999,37.300071
692,15733,127.090795,37.22954
693,15738,127.08299299999999,37.3158225
694,15742,127.094557,37.31541
695,15755,127.212775,37.240942000000004
696,15769,127.14083199999999,37.256071500000004
697,15770,127.16588,37.265608
698,15774,127.076852,37.302732500000005
699,15808,127.144915,37.287405
700,15842,127.11699300000001,37.286867
701,15843,127.232393,37.274114
702,15867,127.07725500000001,37.2808735
703,15872,127.2180525,37.263040000000004
704,15879,127.386795,37.17318
705,1589,127.2122495,37.233053
706,159,127.271192,37.3127315
707,15905,127.06992,37.3315525
708,1592,127.16807299999999,37.151812
709,15920,127.091755,37.312472
710,15924,127.098465,37.323538
711,15928,127.14889500000001,37.279982000000004
712,15930,127.0738775,37.330436
713,15935,127.370472,37.163021
714,1595,127.23065,37.129658
715,15950,127.171335,37.242636000000005
716,15955,127.1915275,37.26703
717,15962,127.093633,37.330507
718,15974,127.156465,37.290142
719,1599,127.23423,37.231525
720,15992,127.186155,37.271071500000005
721,15997,127.138157,37.108005500000004
722,1601,127.12731500000001,37.310336
723,1602,127.16455,37.183575
724,16022,127.160255,37.3250825
725,16027,127.128447,37.3083125
726,1606,127.1863095,37.235243
727,16067,127.17679,37.220794999999995
728,1607,127.090015,37.3210275
729,16072,127.100145,37.3273735
730,1608,127.12613,37.264362
731,16086,127.06910500000001,37.325911500000004
732,16087,127.091015,37.345369000000005
733,16092,127.099992,37.3019065
734,16096,127.138773,37.274316999999996
735,161,127.395515,37.17454
736,1611,127.23738,37.30094
737,1612,127.168,37.296485
738,1614,127.27773,37.198265
739,16146,127.18509,37.257098
740,1616,127.0758825,37.27478
741,16176,127.116315,37.253516000000005
742,16198,127.1143825,37.301283
743,1622,127.248,37.328682
744,16221,127.08892750000001,37.2617585
745,16223,127.219285,37.234421
746,16226,127.153475,37.265344
747,1623,127.055613,37.316846999999996
748,1624,127.29749,37.182076
749,1625,127.406784,37.171844
750,1627,127.25507,37.235176
751,1629,127.333545,37.183033
752,16307,127.083613,37.253855
753,16311,127.160435,37.2849715
754,16322,127.12393499999999,37.252185
755,16346,127.155665,37.2797765
756,16347,127.1251575,37.290045
757,1635,127.14814,37.32189
758,16353,127.102655,37.33234
759,16361,127.111223,37.257553
760,1638,127.10896500000001,37.2582225
761,16390,127.11030500000001,37.325156
762,16399,127.147775,37.277722499999996
763,1640,127.122765,37.3173065
764,16404,127.15142499999999,37.282466
765,16414,127.15216749999999,37.119538500000004
766,16417,127.115923,37.3328335
767,16426,127.26350500000001,37.243984999999995
768,16429,127.3049,37.1500875
769,1643,127.088313,37.3223775
770,16432,127.129085,37.293666
771,1644,127.202685,37.297929999999994
772,16440,127.12651,37.300869
773,1646,127.378654,37.155594
774,16476,127.1990075,37.230540000000005
775,16478,127.232185,37.253385
776,16479,127.23379299999999,37.1970485
777,1648,127.19419500000001,37.2366125
778,16519,127.09106,37.231793499999995
779,1652,127.109553,37.2530405
780,16533,127.11162,37.290007
781,1654,127.369315,37.18285
782,16541,127.19992,37.1422045
783,16571,127.176695,37.241301500000006
784,1658,127.33918,37.18304
785,16582,127.135115,37.271151
786,1660,127.366478,37.193215
787,16603,127.216915,37.2648415
788,16608,127.221562,37.228342
789,16610,127.095655,37.321047
790,16617,127.07371499999999,37.309255
791,1663,127.1861,37.285946
792,16636,127.10495,37.270602
793,1665,127.14442500000001,37.270954
794,16657,127.11556999999999,37.289339999999996
795,16662,127.227035,37.272526
796,1667,127.0745875,37.3045235
797,16672,127.088373,37.312462
798,16673,127.214575,37.287369
799,16688,127.2299375,37.251121499999996
800,16699,127.084803,37.345124999999996
801,16703,127.189955,37.238859000000005
802,16706,127.32107500000001,37.216591
803,1671,127.24634499999999,37.317862
804,16715,127.21071,37.1922625
805,1672,127.164575,37.241717
806,16735,127.286935,37.231859
807,16738,127.136423,37.29504
808,1675,127.08048,37.310631
809,16771,127.26799,37.252103500000004
810,16783,127.07569799999999,37.307908
811,1679,127.35213,37.18441
812,16791,127.160727,37.28272
813,168,127.243595,37.2964485
814,16803,127.114207,37.279873
815,16807,127.190275,37.230069
816,1681,127.09072,37.294891
817,1683,127.13974999999999,37.127615000000006
818,16830,127.112495,37.283697000000004
819,1684,127.26253,37.19553
820,16841,127.121295,37.273359
821,16845,127.10213999999999,37.268791
822,16847,127.1334,37.218864499999995
823,16848,127.089142,37.32576
824,1685,127.20837499999999,37.214113
825,16864,127.22027800000001,37.270931000000004
826,16871,127.06481500000001,37.335809499999996
827,1689,127.15428800000001,37.2725575
828,16907,127.088378,37.258604000000005
829,1691,127.122868,37.297026
830,16910,127.117793,37.296110999999996
