,구,동,구분,단지명,세대수,사용검사일,주소,위도,경도,자동차수,충전기수
347,기흥구,마북동,분양,교동마을 정광아파트,478,19971103.0,경기도 용인시 기흥구 마북로154번길 16,37.235672,127.2147919,525.8000000000001,11.0
348,기흥구,마북동,분양,구성 우림아파트,362,19980114.0,경기도 용인시 기흥구 구성로39번길 13,37.2308737,127.1161576,398.20000000000005,8.0
349,처인구,김량장동,임대,김량장 주공아파트,495,19981025.0,경기도 용인시 처인구 중부대로1388번길 6-14 ,37.2438645,127.1050914,544.5,11.0
350,기흥구,고매동,분양,동성아파트,216,19970109.0,경기도 용인시 기흥구 고매로 26,37.28657,127.1531848,237.60000000000002,5.0
351,기흥구,고매동,분양,세원아파트,320,19930501.0,경기도 용인시 기흥구 공세로 76,37.2852759,127.1552288,352.0,8.0
352,기흥구,고매동,분양,매화마을 우남드림밸리아파트,168,20020912.0,경기도 용인시 기흥구 고매로34번길 10,37.2706091,127.1339634,184.8,4.0
353,기흥구,고매동,분양,매화마을 우림홀인원아파트,299,20031004.0,경기도 용인시 기흥구 고매로34번길 31,37.2774626,127.1136877,328.90000000000003,7.0
354,기흥구,고매동,분양,기흥 써니밸리 아파트,171,20091231.0,경기도 용인시 기흥구 고매로 16,37.2774626,127.1136877,188.10000000000002,4.0
355,기흥구,보정동,분양,행원마을 동아솔레시티아파트,1701,20030305.0,경기도 용인시 기흥구 보정로 30 ,37.2774626,127.1136877,1871.1000000000001,38.0
356,기흥구,보라동,분양,한보라마을 화성파크드림,311,20070727.0,경기도 용인시 기흥구 한보라2로 93,37.2871034,127.1102318,342.1,7.0
357,기흥구,구갈동,분양,구갈 동부아파트,200,19921201.0,경기도 용인시 기흥구 구갈로28번길 32,37.2401914,127.1148758,220.00000000000003,5.0
358,기흥구,구갈동,분양,구갈 한성1차아파트,570,19921118.0,경기도 용인시 기흥구 기흥로 29,37.2214538,127.0972059,627.0,13.0
359,기흥구,구갈동,분양,가현마을 신안아파트,364,20011217.0,경기도 용인시 기흥구 관곡로 53,37.2438645,127.1050914,400.40000000000003,9.0
360,기흥구,구갈동,분양,우성에비뉴,96,20070921.0,경기도 용인시 기흥구 기흥로38번길 53,37.2438645,127.1050914,105.60000000000001,3.0
361,기흥구,구갈동,분양,안골마을 롯데캐슬,99,20050428.0,경기도 용인시 기흥구 기흥로38번길 54,37.2330903,127.1145331,108.9,3.0
362,기흥구,구갈동,분양,세종그랑시아 2차,194,19991108.0,경기도 용인시 기흥구 기흥로38번길 34,37.2768496,127.111252,213.4,5.0
363,기흥구,구갈동,분양,세종그랑시아 1차,120,19991030.0,경기도 용인시 기흥구 기흥로38번길 11,37.2726513,127.1095378,132.0,3.0
364,기흥구,공세동,분양,탑실마을 대주피오레 2단지,1290,20090731.0,경기도 용인시 기흥구 탑실로 152,37.2706091,127.1339634,1419.0000000000002,29.0
365,기흥구,공세동,분양,탑실마을 대주피오레1단지,710,20090526.0,경기도 용인시 기흥구 탑실로 15,37.2706091,127.1339634,781.0000000000001,16.0
366,기흥구,공세동,분양,공세 호수마을 상떼레이크뷰,345,20100122.0,경기도 용인시 기흥구 동탄기흥로 864,37.2706091,127.1339634,379.50000000000006,8.0
367,기흥구,공세동,분양,한보라마을 휴먼시아 9단지,600,20061013.0,경기도 용인시 기흥구 한보라2로 167,37.2774388,127.12885402608927,660.0,14.0
368,기흥구,공세동,분양,용인 파크드림 프라브,261,20091130.0,경기도 용인시 기흥구 한보라2로 141,37.2774388,127.12885402608927,287.1,6.0
369,기흥구,공세동,분양,불곡마을 벽산블루밍아파트,390,20050722.0,경기도 용인시 기흥구 고매로43번길 32-2 ,37.2774388,127.12885402608927,429.00000000000006,9.0
370,기흥구,구갈동,분양,강남마을 코오롱하늘채아파트,530,20040924.0,경기도 용인시 기흥구 강남동로 20,37.2726513,127.1095378,583.0,12.0
371,기흥구,구갈동,분양,강남마을 3단지 주공아파트,138,20041130.0,경기도 용인시 기흥구 강남서로 52 ,37.2774626,127.1136877,151.8,4.0
372,기흥구,구갈동,분양,구갈 풍림아파트,180,19960727.0,경기도 용인시 기흥구 신구로42번길 22,37.2463817,127.1662199,198.00000000000003,4.0
373,기흥구,구갈동,분양,우림아파트,150,19960429.0,경기도 용인시 기흥구 신구로42번길 15,37.2343808,127.1962711,165.0,4.0
374,기흥구,구갈동,분양,구갈 한양아파트,624,19931224.0,경기도 용인시 기흥구 구갈로28번길 21-11,37.3017072,127.1095177,686.4000000000001,14.0
375,기흥구,구갈동,분양,신성아파트,98,19881012.0,경기도 용인시 기흥구 구갈로 45,37.3009376,127.1138742,107.80000000000001,3.0
376,처인구,삼가동,분양,진우아파트,582,19990313.0,경기도 용인시 처인구 중부대로 1144,37.2759603,127.2058538,640.2,13.0
377,처인구,삼가동,분양,금령마을 우남퍼스트빌,451,20031128.0,경기도 용인시 처인구 금학로 91,37.2954906,127.2379055,496.1,10.0
378,기흥구,마북동,분양,용화마을 태영데시앙아파트 1단지(조합),321,20031014.0,경기도 용인시 기흥구 구성로 44-10,37.2638753,127.2118611,353.1,8.0
379,기흥구,마북동,분양,교동마을 엘지자이,450,20010811.0,경기도 용인시 기흥구 마북로 182,37.2638753,127.2118611,495.00000000000006,10.0
380,기흥구,마북동,분양,연원마을 현대아파트,424,20000531.0,경기도 용인시 기흥구 연원로 60,37.2665252,127.221606,466.40000000000003,10.0
381,기흥구,마북동,분양,연원마을 LG아파트,396,19991229.0,경기도 용인시 기흥구 연원로 5,37.2638753,127.2118611,435.6,9.0
382,기흥구,마북동,분양,"연원마을 삼호,벽산아파트",1576,20000930.0,경기도 용인시 기흥구 연원로42번길 2,37.2765277,127.2196309,1733.6000000000001,35.0
383,처인구,포곡읍 둔전리,분양,용인 포곡 삼성쉐르빌아파트,469,20120911.0,경기도 용인시 처인구 포곡읍 포곡로 159,37.3035542,127.1237155,515.9000000000001,11.0
384,처인구,포곡읍 둔전리,분양,신원 1차아파트,474,19980714.0,경기도 용인시 처인구 포곡읍 포곡로 90,37.2438645,127.1050914,521.4000000000001,11.0
385,처인구,포곡읍 둔전리,분양,인정멜로디아파트,831,19980714.0,경기도 용인시 처인구 포곡읍 포곡로61번길 17,37.2549292,127.1186591,914.1,19.0
386,처인구,포곡읍 둔전리,분양,신원 2차아파트,296,19991220.0,경기도 용인시 처인구 포곡읍 포곡로 98-1,37.2526147,127.1056681,325.6,7.0
387,처인구,이동읍 천리,분양,이화아파트,92,19901011.0,경기도 용인시 처인구 이동읍 적동로 15,37.2549292,127.1186591,101.2,3.0
388,처인구,이동읍 천리,분양,용인 라이프아파트,139,19950323.0,경기도 용인시 처인구 이동읍 이원로 101,37.2549292,127.1186591,152.9,4.0
389,기흥구,보라동,분양,한보라마을 휴먼시아5단지,446,20061201.0,경기도 용인시 기흥구 한보라1로43번길 22,37.3026184,127.1224789,490.6,10.0
390,기흥구,보라동,분양,한보라마을 1단지 한양수자인,136,20090331.0,경기도 용인시 기흥구 한보라2로 51,37.3026184,127.1224789,149.60000000000002,3.0
391,기흥구,보라동,분양,민속마을 현대모닝사이드 1차,1112,20040127.0,경기도 용인시 기흥구 사은로126번길 46,37.3013016,127.1184396,1223.2,25.0
392,기흥구,보라동,분양,보라마을 현대모닝사이드 2차,771,20030627.0,경기도 용인시 기흥구 용구대로 1842,37.3026184,127.1224789,848.1,17.0
393,기흥구,보라동,분양,민속마을 신창미션힐아파트,926,20020917.0,경기도 용인시 기흥구 사은로126번길 33,37.3026184,127.1224789,1018.6000000000001,21.0
394,기흥구,보라동,분양,민속마을 쌍용아파트,1596,20020520.0,경기도 용인시 기흥구 사은로126번길 10,37.29875845,127.10994880260415,1755.6000000000001,36.0
395,기흥구,보라동,분양,삼성래미안아파트,370,19980529.0,경기도 용인시 기흥구 한보라1로64번길 22,37.3026184,127.1224789,407.00000000000006,9.0
396,기흥구,보라동,분양,기흥삼정선비마을,299,19981029.0,경기도 용인시 기흥구 사은로 64,37.3009376,127.1138742,328.90000000000003,7.0
397,기흥구,마북동,분양,교동마을 마북2차 이편한세상,110,20101130.0,경기도 용인시 기흥구 마북로 218,37.1455348,127.2005507,121.00000000000001,3.0
398,기흥구,마북동,분양,교동마을 구성자이3차,309,20100329.0,경기도 용인시 기흥구 구교동로118번길 7,37.1455348,127.2005507,339.90000000000003,7.0
399,기흥구,마북동,분양,교동마을 현대필그린아파트,486,20020102.0,경기도 용인시 기흥구 마북로 139,37.2401458,127.1667614,534.6,11.0
400,기흥구,마북동,분양,연원마을 쉐르빌아파트,316,20020530.0,경기도 용인시 기흥구 연원로42번길 33,37.2401458,127.1667614,347.6,7.0
401,처인구,이동읍 천리,분양,용인 동아아파트,202,19931230.0,경기도 용인시 처인구 이동읍 이원로 22,37.2361373,127.2835649,222.20000000000002,5.0
402,처인구,이동읍 천리,분양,한천마을 금광베네스타,460,20080730.0,경기도 용인시 처인구 이동읍 백옥대로 711,37.2360583,127.2849254,506.00000000000006,11.0
403,처인구,삼가동,분양,행정타운늘푸른오스카빌 2단지,186,20041210.0,경기도 용인시 처인구 중부대로1158번길 12,37.2429352,127.1952091,204.60000000000002,5.0
404,처인구,삼가동,분양,용인행정타운 두산위브 2단지,624,20131129.0,경기도 용인시 처인구 지삼로590번길 9,37.2447914,127.1663381,686.4000000000001,14.0
405,처인구,삼가동,분양,용인행정타운 두산위브 3단지,470,20131129.0,경기도 용인시 처인구 지삼로590번길 29,37.2447914,127.1663381,517.0,11.0
406,처인구,양지면 양지리,분양,양지마을 신원아침도시,156,20070824.0,경기도 용인시 처인구 양지면 교동로 1,37.2376497,127.1890821,171.60000000000002,4.0
407,처인구,이동읍 천리,분양,샘골마을 풍성 신미주아파트 2단지,234,20050205.0,경기도 용인시  처인구 이동읍 백옥대로587번길 7 ,37.2309836,127.1881504,257.40000000000003,6.0
408,처인구,이동읍 천리,분양,샘골마을 풍성신미주아파트 1단지,800,20050205.0,경기도 용인시 처인구 이동읍 백옥대로621번길 11,37.2309836,127.1881504,880.0000000000001,18.0
409,처인구,이동읍 송전리,분양,송전마을 세광엔리치아파트,782,20100430.0,경기도 용인시 처인구 이동읍 경기동로705번길 28,37.2309836,127.1881504,860.2,18.0
410,처인구,유방동,분양,성웅아파트,271,19980515.0,경기도 용인시 처인구 영문로29번길 17,37.236735,127.1914778,298.1,6.0
411,처인구,유방동,분양,인정프린스 3차아파트,380,19960608.0,경기도 용인시 처인구 경안천로 368,37.236735,127.1914778,418.00000000000006,9.0
412,처인구,유방동,분양,인정프린스 2차아파트,330,19950602.0,경기도 용인시 처인구 경안천로 378,37.2319348,127.1089189,363.00000000000006,8.0
413,처인구,유방동,분양,인정프린스 1차아파트,375,19940422.0,경기도 용인시 처인구 금어로 6,37.2915271,127.2630991,412.50000000000006,9.0
414,처인구,역북동,분양,역북마을 보성아파트,162,20001114.0,경기도 용인시 처인구 명지로 15-33,37.2915271,127.2630991,178.20000000000002,4.0
415,처인구,역북동,분양,역북마을 신성아파트,475,19981218.0,경기도 용인시 처인구 명지로 15-5 ,37.2473331,127.2261933,522.5,11.0
416,처인구,고림동,분양,예원마을 코아루아파트,408,20041208.0,경기도 용인시 처인구 한터로275번길 40,37.2532302,127.2256267,448.8,9.0
417,처인구,김량장동,분양,김량장 현대아파트,755,19951214.0,경기도 용인시 처인구 백옥대로1068번길 12,37.1553673,127.3414987,830.5000000000001,17.0
418,처인구,김량장동,분양,공신연립주택,96,19851015.0,경기도 용인시 처인구 금학로349번길 33-4,37.3425006,127.2297456,105.60000000000001,3.0
419,처인구,고림동,분양,임원마을 영화1차 아파트,513,20020626.0,경기도 용인시 처인구 경안천로256번길 47-16,37.2345793,127.2165773,564.3000000000001,12.0
420,처인구,고림동,분양,예진마을 2차아파트,416,20010420.0,"경기도 용인시 처인구 한터로152번길 15 (고림동, 예진마을인정피렌체빌리지II아파트",37.23593275,127.21124401920397,457.6,10.0
421,처인구,백암면 근창리,분양,청와아파트,93,20100423.0,경기도 용인시 처인구 백암면 백원로 513,37.2346745,127.2162434,102.30000000000001,3.0
422,처인구,모현읍 일산리,분양,효천마을 신안인스빌 2단지,538,20041217.0,경기도 용인시 처인구 모현읍 문현로 326,37.2298302,127.2144155,591.8000000000001,12.0
423,처인구,모현읍 왕산리,분양,용인 모현 스위첸아파트,308,20120131.0,경기도 용인시 처인구 모현읍 외대로54번길 12,37.2309836,127.1881504,338.8,7.0
424,처인구,마평동,분양,푸른마을 용인자이,502,20060323.0,경기도 용인시 처인구 금학로 520,37.2461676,127.2299414,552.2,12.0
425,처인구,마평동,분양,두보아파트,248,19991029.0,경기도 용인시 처인구 금령로173번길 14,37.2517182,127.2247608,272.8,6.0
426,처인구,마평동,분양,마평 우성아파트,358,19960523.0,경기도 용인시 처인구 금령로173번길 5 ,37.2359753,127.2176504,393.8,8.0
427,처인구,남동,분양,구미마을 삼라마이다스빌,159,20040102.0,경기도 용인시 처인구 명지로 307,37.2343808,127.1962711,174.9,4.0
428,처인구,김량장동,분양,금학마을 금호어울림아파트,484,20091124.0,경기도 용인시 처인구 금령로13번길 13,37.2331489,127.1983944,532.4000000000001,11.0
429,처인구,고림동,분양,인정 피렌체 빌리지 1차,639,20000115.0,경기도 용인시 처인구 한터로152번길 45,37.2331489,127.1983944,702.9000000000001,15.0
430,처인구,김량장동,분양,아리현마을 삼환나우빌,458,20080808.0,경기도 용인시 처인구 중부대로 1348,37.2900639,127.1339697,503.80000000000007,11.0
431,처인구,김량장동,분양,삼환아파트,180,19991130.0,경기도 용인시 처인구 중부대로1388번길 6-4,37.2352614,127.0754885,198.00000000000003,4.0
432,처인구,양지면 남곡리,분양,양지포레스토리,174,20190117.0,경기도 용인시 처인구 양지면,37.2354917,127.2798585,191.4,4.0
433,기흥구,중동,분양,하우스디 동백 카바나,284,20190221.0,경기도 용인시 기흥구 동백죽전대로,37.3068791,127.1307873,312.40000000000003,7.0
434,처인구,김량장동,분양,용인웰메이드시티,299,20180814.0,경기도 용인시 처인구 금령로,37.2348923,127.2023827,328.90000000000003,7.0
435,수지구,동천동,분양,동천 더샵 파크사이드,330,20180803.0,경기도 용인시 수지구 동천로,37.3404884,127.0979986,363.00000000000006,8.0
436,수지구,풍덕천동,분양,수지 e편한세상 주상복합,1237,20170825.0,경기도 용인시 수지구 포은대로,37.2990184,127.0638181,1360.7,28.0
437,수지구,죽전동,분양,내대지마을 힐스테이트,120,20040630.0,경기도 용인시 수지구 죽전로238번길,37.3306479,127.1360707,132.0,3.0
438,기흥구,신갈동,분양,기흥역 롯데캐슬스카이,625,20141222.0,경기도 용인시 기흥구 중부대로,37.2676173,127.0728663,687.5,14.0
439,기흥구,동백동,임대,호수마을 3단지 주공뜨란채,898,20060530.0,경기도 용인시 기흥구 동백8로,37.2852759,127.1552288,987.8000000000001,20.0
440,기흥구,상하동,임대,강남마을 8단지 주공아파트,1176,20040529.0,경기도 용인시 기흥구 강남동로,37.2706091,127.1339634,1293.6000000000001,26.0
441,기흥구,상하동,분양,풍림아파트,469,19981114.0,경기도 용인시 기흥구 어정로,37.2754251,127.1427304,515.9000000000001,11.0
442,기흥구,상하동,분양,지석마을 진흥더루벤스(2단지),851,20090313.0,경기도 용인시 기흥구 중부대로746번길,37.2618865,127.1386988,936.1,19.0
443,기흥구,보정동,분양,신촌마을 상록데시앙,230,2006929.0,경기도 용인시 기흥구 보정로,37.3152573,127.1121144,253.00000000000003,6.0
444,기흥구,하갈동,분양,"""청명호수마을 신안인스빌2단지
""",174,20090608.0,경기도 용인시 기흥구 덕영대로,37.249791,127.0870457,191.4,4.0
445,기흥구,영덕동,분양,흥덕마을 5단지 호반베르디움,527,20091105.0,경기도 용인시 기흥구 흥덕1로79번길,37.2769627,127.0711334,579.7,12.0
446,기흥구,신갈동,분양,녹원마을 새천년 그린빌 1단지,414,20060315.0,경기도 용인시 기흥구 새천년로,37.2892064,127.1131988,455.40000000000003,10.0
447,기흥구,신갈동,분양,동오아파트,99,19890111.0,경기도 용인시 기흥구 용구대로2152번길,37.2796078,127.1080689,108.9,3.0
448,기흥구,신갈동,분양,원대마을 신갈한신아파트,367,20020831.0,경기도 용인시 기흥구 신갈로,37.2789668,127.1058181,403.70000000000005,9.0
449,기흥구,신갈동,분양,도현마을 현대아파트,568,20010525.0,경기도 용인시 기흥구 구갈로,37.2768496,127.111252,624.8000000000001,13.0
450,기흥구,언남동,분양,초원마을 성원상떼빌,860,20050518.0,경기도 용인시 기흥구 기흥로116번길,37.2879802,127.116244,946.0000000000001,19.0
451,기흥구,동백동,분양,백현마을 모아미래도,838,20060227.0,경기도 용인시 기흥구 동백8로,37.2852759,127.1552288,921.8000000000001,19.0
452,기흥구,동백동,분양,백현마을 휴먼시아 8단지,600,20061106.0,경기도 용인시 기흥구 동백8로131번길,37.283071,127.1655209,660.0,14.0
453,기흥구,동백동,분양,백현마을 서해그랑블,482,20060420.0,경기도 용인시 기흥구 동백8로,37.2852759,127.1552288,530.2,11.0
454,처인구,마평동,임대,마평 주공아파트,639,20040924.0,경기도 용인시 처인구 고림로,37.23604,127.2136598,702.9000000000001,15.0
455,기흥구,동백동,분양,호수마을 월드메르디앙,286,20060623.0,경기도 용인시 기흥구 동백8로,37.2852759,127.1552288,314.6,7.0
456,기흥구,동백동,분양,호수마을 자연앤데시앙,432,20060818.0,경기도 용인시 기흥구 동백8로,37.2852759,127.1552288,475.20000000000005,10.0
457,기흥구,구갈동,분양,강남마을 계룡리슈빌,528,20040625.0,경기도 용인시 기흥구 강남동로,37.2706091,127.1339634,580.8000000000001,12.0
458,기흥구,구갈동,분양,풍림아파트,205,19940429.0,경기도 용인시 기흥구 구갈로28번길,37.2774626,127.1136877,225.50000000000003,5.0
459,기흥구,구갈동,분양,구갈 한성2차아파트,384,19930705.0,경기도 용인시 기흥구 구갈로,37.2768496,127.111252,422.40000000000003,9.0
460,기흥구,구갈동,분양,강남마을 자연앤(6단지),437,20040805.0,경기도 용인시 기흥구 강남동로,37.2706091,127.1339634,480.70000000000005,10.0
461,기흥구,구갈동,분양,강남마을 자연앤(4단지),344,20040807.0,경기도 용인시 기흥구 강남동로,37.2706091,127.1339634,378.40000000000003,8.0
462,처인구,삼가동,분양,삼가 풍림아파트,377,19981219.0,경기도 용인시 처인구 삼가로,37.2463817,127.1662199,414.70000000000005,9.0
463,처인구,포곡읍 영문리,분양,배머루마을 인정베네치아빌리지,347,20020305.0,경기도 용인시 처인구 포곡읍,37.2778094,127.2308608,381.70000000000005,8.0
464,처인구,포곡읍 삼계리,분양,계수마을 용인수목원 우림필유,346,20070227.0,경기도 용인시 처인구 포곡읍,37.2778094,127.2308608,380.6,8.0
465,처인구,포곡읍 둔전리,분양,금전마을 계룡리슈빌,441,20060405.0,경기도 용인시 처인구 포곡읍,37.2778094,127.2308608,485.1,10.0
466,기흥구,마북동,분양,용화마을 태영데시앙아파트 2단지(일반),132,20031010.0,경기도 용인시 기흥구 구성로,37.2907983,127.1491694,145.20000000000002,3.0
467,기흥구,마북동,분양,교동마을 쌍용아파트,340,20020308.0,경기도 용인시 기흥구 마북로154번길,37.3035542,127.1237155,374.00000000000006,8.0
468,기흥구,마북동,분양,교동마을 동양파라곤,278,20101026.0,경기도 용인시 기흥구 마북로,37.3026184,127.1224789,305.8,7.0
469,기흥구,마북동,분양,교동마을 마북 이-편한세상,404,20130531.0,경기도 용인시 기흥구 마북로,37.3026184,127.1224789,444.40000000000003,9.0
470,기흥구,마북동,분양,교동마을 현대홈타운,795,20030801.0,경기도 용인시 기흥구 마북로,37.3026184,127.1224789,874.5000000000001,18.0
471,기흥구,마북동,분양,삼거마을 삼성래미안 1차아파트,1282,20021231.0,경기도 용인시 기흥구 용구대로2394번길,37.2994043,127.108865,1410.2,29.0
472,처인구,삼가동,분양,용인행정타운 두산위브 1단지,199,20131129.0,경기도 용인시 처인구 지삼로590번길,37.2401458,127.1667614,218.9,5.0
473,처인구,역북동,분양,역북마을 금강아파트,150,19990414.0,경기도 용인시 처인구 명지로,37.2309836,127.1881504,165.0,4.0
474,처인구,역북동,분양,삼아맨션,99,19870610.0,경기도 용인시 처인구 중부대로1313번길,37.236735,127.1914778,108.9,3.0
475,기흥구,공세동,분양,기흥 호수청구아파트,498,19971114.0,경기도 용인시 기흥구 공세로,37.23862,127.10355,547.8000000000001,11.0
476,처인구,고림동,분양,금평마을 영화2차아파트,428,20031223.0,경기도 용인시 처인구 금어로,37.2915271,127.2630991,470.8,10.0
477,처인구,고림동,분양,보평마을 삼정그린뷰아파트,360,20040430.0,경기도 용인시 처인구 금어로,37.2915271,127.2630991,396.00000000000006,8.0
478,처인구,고림동,분양,예진마을 3차아파트,516,20030701.0,경기도 용인시 처인구 한터로152번길,37.2473331,127.2261933,567.6,12.0
479,처인구,모현읍 일산리,분양,효천마을 신안인스빌 1단지,324,20041217.0,경기도 용인시 처인구 모현읍,37.3297,127.21703,356.40000000000003,8.0
480,처인구,모현읍 왕산리,분양,풍산햇빛마을아파트,330,20000324.0,경기도 용인시 처인구 모현읍,37.3297,127.21703,363.00000000000006,8.0
481,처인구,마평동,분양,마평 라이프아파트,290,19930611.0,경기도 용인시 처인구 동부로,37.2298302,127.2144155,319.0,7.0
482,처인구,고림동,분양,이삭아파트,300,19981224.0,경기도 용인시 처인구 경안천로256번길,37.2532302,127.2256267,330.0,7.0
483,처인구,김량장동,분양,신우아파트,178,19991029.0,경기도 용인시 처인구 중부대로1388번길,37.2331489,127.1983944,195.8,4.0
484,수지구,신봉동,분양,수지스카이뷰푸르지오,363,20220628.0,경기도 용인시 수지구 신봉3로7번길 31,37.3267136,127.0690252,399.3,20.0
485,기흥구,언남동,분양,힐스테이트 구성,699,20230730.0,경기도 용인시 기흥구 용인향교로 29,37.2968835,127.1196012,768.9000000000001,39.0
486,수지구,동천동,분양,한화 포레나 수지동천,293,20220221.0,경기도 용인시 수지구 동천동,37.341837,127.09929754297053,322.3,17.0
